Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
picking_dirc,Chrome 71.0.3578.98,,2019-01-29 15:32:02,2019-01-29 15:32:48,45.493s,PASSED
,,,,,,
Test Cases/picking_dirc_admin,Chrome 71.0.3578.98,,2019-01-29 15:32:03,2019-01-29 15:32:47,44.091s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-29 15:32:03,2019-01-29 15:32:39,35.937s,PASSED
"navigateToUrl(""https://qa-bo.ssgadm.com/authentication/login.ssg"")",Chrome 71.0.3578.98,,2019-01-29 15:32:39,2019-01-29 15:32:41,1.537s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userId""), ""140179"")",Chrome 71.0.3578.98,,2019-01-29 15:32:41,2019-01-29 15:32:41,0.375s,PASSED
"setEncryptedText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userPwd""), ""w11JizTPrrG9r5NfjDZfNA=="")",Chrome 71.0.3578.98,,2019-01-29 15:32:41,2019-01-29 15:32:41,0.332s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_LOGIN""))",Chrome 71.0.3578.98,,2019-01-29 15:32:41,2019-01-29 15:32:41,0.128s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_""))",Chrome 71.0.3578.98,,2019-01-29 15:32:41,2019-01-29 15:32:44,2.103s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_E-Infra""))",Chrome 71.0.3578.98,,2019-01-29 15:32:44,2019-01-29 15:32:44,0.622s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/b_E""))",Chrome 71.0.3578.98,,2019-01-29 15:32:44,2019-01-29 15:32:45,1.265s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__salestrNm""), ""성수점"")",Chrome 71.0.3578.98,,2019-01-29 15:32:45,2019-01-29 15:32:46,0.293s,PASSED
"waitForElementVisible(findTestObject(""picking_dirc_admin_2/select_(2034)""), 5)",Chrome 71.0.3578.98,,2019-01-29 15:32:46,2019-01-29 15:32:46,0.124s,PASSED
"selectOptionByValue(findTestObject(""picking_dirc_admin_2/select_(2034)""), ""2034|성수점"", false)",Chrome 71.0.3578.98,,2019-01-29 15:32:46,2019-01-29 15:32:46,0.203s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/picking_dirc_admin_2/select_                    3""), ""03"", true)",Chrome 71.0.3578.98,,2019-01-29 15:32:46,2019-01-29 15:32:46,0.260s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button_""))",Chrome 71.0.3578.98,,2019-01-29 15:32:46,2019-01-29 15:32:47,0.220s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/img""))",Chrome 71.0.3578.98,,2019-01-29 15:32:47,2019-01-29 15:32:47,0.214s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button__1""))",Chrome 71.0.3578.98,,2019-01-29 15:32:47,2019-01-29 15:32:47,0.003s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 15:32:47,2019-01-29 15:32:47,0.003s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 15:32:47,2019-01-29 15:32:47,0.003s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 15:32:47,2019-01-29 15:32:47,0.003s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 15:32:47,2019-01-29 15:32:47,0.003s,NOT_RUN
