Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
picking_dirc,Chrome 71.0.3578.98,,2019-01-29 16:52:42,2019-01-29 16:53:04,22.112s,PASSED
,,,,,,
Test Cases/picking_dirc_admin,Chrome 71.0.3578.98,성수점 피킹지시,2019-01-29 16:52:42,2019-01-29 16:53:02,20.666s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-29 16:52:42,2019-01-29 16:52:56,13.288s,PASSED
"navigateToUrl(""https://qa-bo.ssgadm.com/authentication/login.ssg"")",Chrome 71.0.3578.98,,2019-01-29 16:52:56,2019-01-29 16:52:57,0.968s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userId""), ""140179"")",Chrome 71.0.3578.98,,2019-01-29 16:52:57,2019-01-29 16:52:57,0.310s,PASSED
"setEncryptedText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userPwd""), ""w11JizTPrrG9r5NfjDZfNA=="")",Chrome 71.0.3578.98,,2019-01-29 16:52:57,2019-01-29 16:52:57,0.270s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_LOGIN""))",Chrome 71.0.3578.98,,2019-01-29 16:52:57,2019-01-29 16:52:57,0.095s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_""))",Chrome 71.0.3578.98,,2019-01-29 16:52:57,2019-01-29 16:52:59,1.892s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_E-Infra""))",Chrome 71.0.3578.98,,2019-01-29 16:52:59,2019-01-29 16:53:00,0.623s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/b_E""))",Chrome 71.0.3578.98,,2019-01-29 16:53:00,2019-01-29 16:53:01,1.319s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__salestrNm""), ""성수점"")",Chrome 71.0.3578.98,,2019-01-29 16:53:01,2019-01-29 16:53:01,0.341s,PASSED
"waitForElementVisible(findTestObject(""picking_dirc_admin_2/select_(2034)""), 5)",Chrome 71.0.3578.98,,2019-01-29 16:53:01,2019-01-29 16:53:02,0.118s,PASSED
"selectOptionByValue(findTestObject(""picking_dirc_admin_2/select_(2034)""), ""2034|성수점"", false)",Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.200s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/picking_dirc_admin_2/select_                    3""), ""03"", true)",Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.266s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button_""))",Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.230s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/img""))",Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.227s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button__1""))",Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.004s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.004s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.003s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.002s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 16:53:02,2019-01-29 16:53:02,0.002s,NOT_RUN
