Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
picking_dirc,Chrome 71.0.3578.98,,2019-01-29 16:50:32,2019-01-29 16:51:19,47.103s,PASSED
,,,,,,
Test Cases/picking_dirc_admin,Chrome 71.0.3578.98,성수점 피킹지시,2019-01-29 16:50:32,2019-01-29 16:51:18,45.658s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-29 16:50:33,2019-01-29 16:51:11,37.933s,PASSED
"navigateToUrl(""https://qa-bo.ssgadm.com/authentication/login.ssg"")",Chrome 71.0.3578.98,,2019-01-29 16:51:11,2019-01-29 16:51:12,1.223s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userId""), ""140179"")",Chrome 71.0.3578.98,,2019-01-29 16:51:12,2019-01-29 16:51:12,0.356s,PASSED
"setEncryptedText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userPwd""), ""w11JizTPrrG9r5NfjDZfNA=="")",Chrome 71.0.3578.98,,2019-01-29 16:51:12,2019-01-29 16:51:12,0.281s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_LOGIN""))",Chrome 71.0.3578.98,,2019-01-29 16:51:12,2019-01-29 16:51:13,0.117s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_""))",Chrome 71.0.3578.98,,2019-01-29 16:51:13,2019-01-29 16:51:15,1.998s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_E-Infra""))",Chrome 71.0.3578.98,,2019-01-29 16:51:15,2019-01-29 16:51:15,0.627s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/b_E""))",Chrome 71.0.3578.98,,2019-01-29 16:51:15,2019-01-29 16:51:17,1.291s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__salestrNm""), ""성수점"")",Chrome 71.0.3578.98,,2019-01-29 16:51:17,2019-01-29 16:51:17,0.317s,PASSED
"waitForElementVisible(findTestObject(""picking_dirc_admin_2/select_(2034)""), 5)",Chrome 71.0.3578.98,,2019-01-29 16:51:17,2019-01-29 16:51:17,0.117s,PASSED
"selectOptionByValue(findTestObject(""picking_dirc_admin_2/select_(2034)""), ""2034|성수점"", false)",Chrome 71.0.3578.98,,2019-01-29 16:51:17,2019-01-29 16:51:17,0.212s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/picking_dirc_admin_2/select_                    3""), ""03"", true)",Chrome 71.0.3578.98,,2019-01-29 16:51:17,2019-01-29 16:51:17,0.269s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button_""))",Chrome 71.0.3578.98,,2019-01-29 16:51:17,2019-01-29 16:51:18,0.241s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/img""))",Chrome 71.0.3578.98,,2019-01-29 16:51:18,2019-01-29 16:51:18,0.246s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button__1""))",Chrome 71.0.3578.98,,2019-01-29 16:51:18,2019-01-29 16:51:18,0.003s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 16:51:18,2019-01-29 16:51:18,0.004s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 16:51:18,2019-01-29 16:51:18,0.002s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 16:51:18,2019-01-29 16:51:18,0.003s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 16:51:18,2019-01-29 16:51:18,0.003s,NOT_RUN
