Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
order,Chrome 71.0.3578.98,,2019-01-30 10:39:20,2019-01-30 10:40:31,1m - 10.967s,PASSED
,,,,,,
Test Cases/ssg_login,Chrome 71.0.3578.98,,2019-01-30 10:39:20,2019-01-30 10:40:05,44.534s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-30 10:39:21,2019-01-30 10:39:58,37.104s,PASSED
"navigateToUrl(""http://qa-www.ssg.com/"")",Chrome 71.0.3578.98,,2019-01-30 10:39:58,2019-01-30 10:40:02,4.165s,PASSED
"click(findTestObject(""Object Repository/order/a_""))",Chrome 71.0.3578.98,GNB 로그인 버튼 클릭,2019-01-30 10:40:02,2019-01-30 10:40:03,0.504s,PASSED
"switchToWindowTitle(""로그인, 신세계적 쇼핑포털 SSG.COM"")",Chrome 71.0.3578.98,,2019-01-30 10:40:03,2019-01-30 10:40:04,1.190s,PASSED
"setText(findTestObject(""Object Repository/order/input__mbrLoginId""), ""nezz"")",Chrome 71.0.3578.98,,2019-01-30 10:40:04,2019-01-30 10:40:04,0.210s,PASSED
"setEncryptedText(findTestObject(""Object Repository/order/input__password""), ""RKSwBYi2f48="")",Chrome 71.0.3578.98,,2019-01-30 10:40:04,2019-01-30 10:40:05,0.564s,PASSED
"click(findTestObject(""Object Repository/order/button_""))",Chrome 71.0.3578.98,,2019-01-30 10:40:05,2019-01-30 10:40:05,0.170s,PASSED
"switchToWindowTitle(""신세계적 쇼핑포털 SSG.COM"")",Chrome 71.0.3578.98,,2019-01-30 10:40:05,2019-01-30 10:40:05,0.108s,PASSED
,,,,,,
Test Cases/ssg_order,Chrome 71.0.3578.98,,2019-01-30 10:40:05,2019-01-30 10:40:30,24.950s,PASSED
"navigateToUrl(""http://qa-emart.ssg.com/item/itemView.ssg?itemId=0000008026713&siteNo=6001&salestrNo=2034"")",Chrome 71.0.3578.98,,2019-01-30 10:40:05,2019-01-30 10:40:23,17.200s,PASSED
"click(findTestObject(""Object Repository/order/a__1""))",Chrome 71.0.3578.98,바로구매 버튼 클릭,2019-01-30 10:40:23,2019-01-30 10:40:25,2.555s,PASSED
"click(findTestObject(""Object Repository/order/td_800g ()""))",Chrome 71.0.3578.98,,2019-01-30 10:40:25,2019-01-30 10:40:25,0.115s,PASSED
"click(findTestObject(""Object Repository/order/input__rsvtShppInfo_1_0""))",Chrome 71.0.3578.98,,2019-01-30 10:40:25,2019-01-30 10:40:25,0.113s,PASSED
"click(findTestObject(""Object Repository/order/input_ _shortgProcMthdCdAll_1""))",Chrome 71.0.3578.98,,2019-01-30 10:40:25,2019-01-30 10:40:25,0.115s,PASSED
"click(findTestObject(""Object Repository/order/button__1""))",Chrome 71.0.3578.98,,2019-01-30 10:40:25,2019-01-30 10:40:27,1.689s,PASSED
"click(findTestObject(""Object Repository/order/button__2""))",Chrome 71.0.3578.98,,2019-01-30 10:40:27,2019-01-30 10:40:27,0.174s,PASSED
"click(findTestObject(""Object Repository/order/label_""))",Chrome 71.0.3578.98,,2019-01-30 10:40:27,2019-01-30 10:40:27,0.126s,PASSED
"click(findTestObject(""Object Repository/order/button_0  0""))",Chrome 71.0.3578.98,,2019-01-30 10:40:27,2019-01-30 10:40:30,2.458s,PASSED
