Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
picking_dirc,Chrome 71.0.3578.98,,2019-01-29 15:22:15,2019-01-29 15:22:49,33.280s,PASSED
,,,,,,
Test Cases/picking_dirc_admin,Chrome 71.0.3578.98,,2019-01-29 15:22:16,2019-01-29 15:22:47,31.861s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-29 15:22:16,2019-01-29 15:22:41,25.142s,PASSED
"navigateToUrl(""https://qa-bo.ssgadm.com/authentication/login.ssg"")",Chrome 71.0.3578.98,,2019-01-29 15:22:41,2019-01-29 15:22:42,0.705s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userId""), ""140179"")",Chrome 71.0.3578.98,,2019-01-29 15:22:42,2019-01-29 15:22:42,0.234s,PASSED
"setEncryptedText(findTestObject(""Object Repository/picking_dirc_admin_2/input__userPwd""), ""w11JizTPrrG9r5NfjDZfNA=="")",Chrome 71.0.3578.98,,2019-01-29 15:22:42,2019-01-29 15:22:42,0.240s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_LOGIN""))",Chrome 71.0.3578.98,,2019-01-29 15:22:42,2019-01-29 15:22:42,0.088s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_""))",Chrome 71.0.3578.98,,2019-01-29 15:22:42,2019-01-29 15:22:44,1.385s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/a_E-Infra""))",Chrome 71.0.3578.98,,2019-01-29 15:22:44,2019-01-29 15:22:44,0.619s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/b_E""))",Chrome 71.0.3578.98,,2019-01-29 15:22:44,2019-01-29 15:22:46,1.168s,PASSED
"setText(findTestObject(""Object Repository/picking_dirc_admin_2/input__salestrNm""), ""성수점"")",Chrome 71.0.3578.98,,2019-01-29 15:22:46,2019-01-29 15:22:46,0.330s,PASSED
"waitForElementVisible(findTestObject(""picking_dirc_admin_2/select_(2034)""), 5)",Chrome 71.0.3578.98,,2019-01-29 15:22:46,2019-01-29 15:22:46,0.098s,PASSED
"selectOptionByValue(findTestObject(""picking_dirc_admin_2/select_(2034)""), ""2034|성수점"", false)",Chrome 71.0.3578.98,,2019-01-29 15:22:46,2019-01-29 15:22:46,0.199s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/picking_dirc_admin_2/select_                    3""), ""03"", true)",Chrome 71.0.3578.98,,2019-01-29 15:22:46,2019-01-29 15:22:46,0.307s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button_""))",Chrome 71.0.3578.98,,2019-01-29 15:22:46,2019-01-29 15:22:47,0.197s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/img""))",Chrome 71.0.3578.98,,2019-01-29 15:22:47,2019-01-29 15:22:47,0.714s,PASSED
"click(findTestObject(""Object Repository/picking_dirc_admin_2/button__1""))",Chrome 71.0.3578.98,,2019-01-29 15:22:47,2019-01-29 15:22:47,0.004s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 15:22:47,2019-01-29 15:22:47,0.003s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 15:22:47,2019-01-29 15:22:47,0.002s,NOT_RUN
waitForAlert(5),Chrome 71.0.3578.98,,2019-01-29 15:22:47,2019-01-29 15:22:47,0.003s,NOT_RUN
acceptAlert(),Chrome 71.0.3578.98,,2019-01-29 15:22:47,2019-01-29 15:22:47,0.003s,NOT_RUN
